drive id,wheel_velocity1,wheel_velocity2,wheel_current1,wheel_current2,pivot_angle,pivot_velocity,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_lin_acc_x,imu_lin_acc_y,imu_lin_acc_z
0,5E-06,0.007842,0.092335,-0.045324,1.52667,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.531464,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.56188,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.560814,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.526311,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.531356,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.571228,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.556907,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.525736,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.530769,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.578059,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.555265,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.526874,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.530422,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.582865,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.55463,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.527078,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.529846,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.584207,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.555397,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.526718,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.529775,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.582002,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.55753,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.527305,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.529271,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.57613,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.561509,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.527234,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.527413,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.566554,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.568172,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.52679,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.526922,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.554654,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.576369,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.527713,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.528193,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.541627,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.58495,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.528528,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.531141,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.528708,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.592272,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.527641,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.533046,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.517718,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.596754,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.525892,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.534568,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.508011,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.598876,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524897,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.535946,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.501875,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.597881,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524501,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.536126,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.498232,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.59262,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.522824,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.536042,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.496614,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.58314,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.521601,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.535419,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.498064,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.570689,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.5219,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.535167,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.50323,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.55753,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.521493,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.533442,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.511115,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.543916,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.520582,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.530901,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.520403,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.530074,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.522608,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.5283,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.529811,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.518965,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524645,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.525496,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.538271,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.510132,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.526095,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.522608,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.545786,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.503361,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.525496,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.519576,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.550411,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.49858,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.52365,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.516736,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.550807,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.495895,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.5225,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.514854,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.545869,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.495835,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.522668,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.514003,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.53597,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.49949,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.521625,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.513596,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.522632,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.50716,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.523243,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.514531,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.506202,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.518126,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.526011,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.516376,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.488237,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.530014,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.526778,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.51779,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.470764,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.541603,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.527437,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.518234,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.455712,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.550064,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.528444,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.519168,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.443608,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.554198,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.527473,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.521637,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.435171,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.555097,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.52679,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.523555,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.430389,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.552341,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.525664,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.524106,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.428795,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.546037,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524633,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.525041,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.432858,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.53645,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.525065,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.525904,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.442529,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.525161,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524837,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.526407,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.455413,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.512733,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.52425,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.526191,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.470884,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.500389,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524321,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.525592,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.488489,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.4894,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524513,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.524501,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.505231,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.481131,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524537,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.523794,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.521218,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.474935,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524933,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.52383,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.534173,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.471663,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524705,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.52407,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.543916,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.471363,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.524885,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.523974,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.549033,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.474407,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.525915,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.52437,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.548818,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.483024,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.527917,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.525592,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.54237,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.496866,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.529918,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.52727,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.531356,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.512901,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.532207,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.529666,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.518246,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.53192,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
0,5E-06,0.007842,0.092335,-0.045324,1.535395,0.000184,-0.062851,-0.002131,-0.030893,0.105381,0.143701,-0.0479
1,0.007842,-8.2E-05,-0.045324,-0.035783,1.531045,0.000114,-0.002131,-0.030893,0.022371,0.143701,-0.0479,0.249082
2,-8.2E-05,2E-06,-0.035783,0.019224,1.502474,0.001905,-0.030893,0.022371,0.013848,-0.0479,0.249082,-0.03832
3,2E-06,-0.003107,0.019224,0.123286,1.551466,-0.000431,0.022371,0.013848,-0.027697,0.249082,-0.03832,9.608819
